ID,Reviews,Satisfaction
39127,medicine controled high blood pressure   iam thankful,Positive
39142,effective insurance forced exforge  ok good azor 10 point difference azor,Positive
39147,blood pressure meds     working   worked wonders   hope insurance continue cover,Positive
39162,lowered blood pressure,Positive
39172,headache dont feel right,Negative
39182,headaches   muscle cramps   swelling feet hands   horrible way live,Negative
39197,blood pressure control,Positive
39207,6 months   wonderful job side effects,Positive
39212,kept bp numbers normal reading    ve side affects,Positive
39217,found blood pressure hereditary   started 190 98 may   given lisinopril   migraine type headaches   tingling arm heart papitation   switched losartan   nothing   switched azor 10 40   strong   low blood pressure   asked switched 5 20   brought normal minor muscle aches   fully stretch morning especially hot shower     tingling arm reduced tingling fingers mornings,Positive
39227,pressure still low otherwise toohigh,Positive
39237,drug lowered blood pressure   uncomfortable swelling legs     know much longer stand side effects,Negative
39257,started swelling feet   particiularly left foot   stopped medication week later still swelling   uncomfortable,Negative
39267,azor 5 40 helped lower bp consistently 100 110 70 80   downside high price definitely worth every hundred dollar spent,Positive
39277,works exceedingly well   cialis longer needed,Positive
39282,developed headaches since started using,Negative
39287,seem many side effects like blood pressure med taken,Positive
39302,male 64  no blockage elevated bp exeercise azor 5 40 excellent,Positive
39307,drug godsend   reducing   minimal side effects   adding magnesium tabs  cured   constipation resulted drug   feel great,Positive
39312,bp 130 110 starting   website   one year later 90 60 low,Positive
39317,take medication late   develop small ache heart,Positive
39322,lowers pressure drugs didnot  still use another blood pressure pill bring   140 80,Positive
39327,good,Positive
39342,time nothing seemed help high blood pressure   one job   since control   use 1 2 doseage previously needed also take acebutolol day,Positive
39347,far know drug working question odor container,Negative
39367,two week supply saw little lowering bp,Negative
39372,swollen feet achy feeling,Negative
39392,high blood pressure,Positive
39402,azor 1 2 5 20   lisinopril 12yrs down 10 mg last   good   lump throat   regained taste   tinitus longer roaring  much softer   azor works time   water retention   con   vision clear   sore muscles do   walk fast far   take evening asleep quickly   difficulty concentrating   groggy lot   sporadic chest squeeze pain  nothing scarey yet   pulse rate often high     know whether azor keeping pushing   tried diovan   worse ace   deafening tinitus   rapid pulse   etc   choice without ace throat lump tinitus arb weariness   etc   want regain pep zip without noise loss sense taste   keep bp mess pulse,Positive
39412,azor works well controlling high blood pressure severe edema   swelling   feet ankles   also back pain walking   frequent urination night keeps getting good nights sleep   tired miserable will switch something else,Negative
39417,bp 120 160 normally 120 80 real happy azor side effects yet six weeks,Positive
39432,helped much,Positive
39437,swelling ankles feet  leg hurts,Negative
39442,healthy 79 year old woman   since taking drug   wake much night urinate   severe back pain   since taking drug     mentioned physician advised people 75   response    your like othr women age     good answer   take drug daytime   makes sick take bedtime   dosage 5 40 mg  ried numerous bp meds tolerate side effects   major health problems   youthful appearance attitude   doctors ignore complaints keep prescribing meds tolerate   help,Negative
39452,best day control blood pressure ever   take azor bedtime blood pressure stays normal day,Positive
39462,works great control blood pressure,Positive
39467,blood pressure sometimes low 90 60   5 20,Negative
39482,worked well   complications,Positive
39492,put med   bp 190 110   since bp 140 70   however   lots joint pain   coughing,Positive
39497,took drug 6 months    ve muscle pain   headaches   kidney damage   chest pain   swelling hands   legs feet   heart palpations   higher sugar numbers   would   advise anyone take     going specialist problem first thing take drug   hope one else suffers drug,Negative
39502,taking azor 2 weeks blood pressure great 180 82 also noticed iam lot calmer work,Positive
39507,bp 160 98 male 48 years old normal weight side effects drug takin 5 40 dieuretic bp 110 70   guess drug agrees,Positive
39512,wondering anyone else experienced   flushing   face since taking azor,Positive
39522,bp 140 96 previous meds   got switched azor   within 6wks pressure began drop   currently stays 125 70   heart rate 60   feel great    am thinking talking doctor review   posible reduction dosage   combo   taking relatively easier multiple drugs,Positive
39532,blood pressure never goes     always high   think might  wrong kind   help pressure,Negative
39537,worked well,Positive
39552,one patients extreme drowsiness acute short term memory disruption   could really remember reading anything newspaper answer questions family   daughter convinced developed alzheimers   father   would sent facility patients severe memory loss   worst   simply could get enough sleep   could read novels would immmediately forget whai zi read   general miserable   understand memory loss relatively rare   experience quite severe extremely frightening   given family history,Negative
